,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
22094,RO10110251RO10110251_613,TO3,TO3,Congo DRC,RO10110251,RO10110251_6,RO10110251,13,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,22320.0,5803.2,22320.0,0.0,5803.2,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-29,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-01-01,2021.0,2021-01,2021.0,2021-Q2,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-29,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-29,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,119.0,,AD012,"RDD is 1/1, original ADD was 5/2. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-34.0
22753,RO10110251RO10110251_19,TO3,TO3,Congo DRC,RO10110251,RO10110251_1,RO10110251,9,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOA09W04D,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (PS), 1 Cycle                                          ",UNT,Cycle,1.0,,7.5e-05,CBM,0.00927,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.26,0.26,3600.0,936.0,3600.0,0.0,936.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-04-09,2021.0,2021-04,2021.0,2021-Q3,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-05-01,2021.0,2021-05,2021.0,2021-Q3,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-04-09,2021.0,2021-04,2021.0,2021-Q3,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-04-09,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,130.0,,AD012,"The waiver leadtime was shorter than usual, so PSM could deliver earlier",AGREED_DELIVERY_DATE,-23.0
24118,RO10096103PO100173931,TO3,TO3,Benin,RO10096103,PO10017393,PO10017393,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W04C,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,,7e-05,CBM,0.02136,KGM             ,317MISSION,,,,147.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Germany,FCA,DAP,0.26,0.26,388800.0,101088.0,388800.0,0.0,101088.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,3.0,1.0,2,Delivered - On Time,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2020-05-04,2020.0,2020-05,2020.0,2020-Q3,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2021-03-26,2021.0,2021-03,2021.0,2021 Q2,2021-04-03,2021.0,2021-04,2021.0,2021-Q3,,,,2020-10-15,2020-10-21,2020-11-03,2020-12-15,2020.0,2020-12,2021.0,2021-Q1,2021-01-28,2021-01-29,2021-01-29,,2021-02-26,2021-03-02,2021-03-02,2021-04-03,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13.0,42.0,45.0,28.0,36.0,,SD000,"No delay, shipping documents received on time.",CHANGE_ORDER_DATE,
24133,RO10082137RO10082137_227,TO3,TO3,Congo DRC,RO10082137,RO10082137_2,RO10082137,27,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,203.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,1600.0,1408.0,1600.0,0.0,1408.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-5.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2019-12-31,2019.0,2019-12,2020.0,2020-Q1,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-27,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-27,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,50.0,,AD012,"""RDD is 12/31/2020, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-27.0
24198,RO10092109PO100172614,TO3,TO3,Bangladesh,RO10092109,PO10017261,PO10017261,4,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Other Non-Pharma,Medical Supplies,101219XUZ0E53K9,"Sharps Container, Paperboard, 5L, WHO Spec, 150 Each                                                                            ",CTN,Each,150.0,,,,,KGM             ,317MISSION,,,,168.0,N,Hindustan Syringes and Medical Devices,"174, 178/25 Ballabgarh, Faridabad, Haryana, India 121004",IN,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,3.0,3.0,40.0,120.0,40.0,0.0,120.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-10.0,1.0,2,Delivered - On Time,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2020-02-27,2020.0,2020-02,2020.0,2020-Q2,2021-02-15,2021.0,2021-02,2021.0,2021-Q2,2021-04-07,2021.0,2021-04,2021.0,2021 Q3,2021-03-28,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-20,2020-10-21,2020-10-21,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2021-03-24,2021-03-23,,,,2021-03-31,,,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,93.0,60.0,,,,SD000,No delay,CHANGE_ORDER_DATE,
24956,RO10082138RO10082138_2018,TO3,TO3,Congo DRC,RO10082138,RO10082138_20,RO10082138,18,Shipment Delivered,GSC,Distribution Order,RDC,Air,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,203.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,12240.0,3672.0,12240.0,0.0,3672.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-3.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-12,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-09,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-21,,2019-10-18,,2020-02-11,2020-02-13,2020-02-13,2020-03-09,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,9.0,116.0,27.0,,AD012,"""RDD was 3/31/2020, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
25234,RO10092109PO100172611,TO3,TO3,Bangladesh,RO10092109,PO10017261,PO10017261,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Other Non-Pharma,Medical Supplies,104353XUZ0MF3K9,"Syringe, With Needle, 2 mL, 24G x 1.0 in, Auto-Disable, Sterile, Fixed Needle, Individually Packaged, 4800 Each                 ",CTN,Each,4800.0,,0.25,CBM,41.5,KGM             ,317MISSION,,,,140.0,N,Hindustan Syringes and Medical Devices,"174, 178/25 Ballabgarh, Faridabad, Haryana, India 121004",IN,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,336.0,336.0,125.0,42000.0,125.0,0.0,42000.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-9.0,1.0,2,Delivered - On Time,2021-03-10,2021.0,2021-03,2021.0,2021-Q2,2021-03-10,2021.0,2021-03,2021.0,2021-Q2,2020-02-27,2020.0,2020-02,2020.0,2020-Q2,2021-02-15,2021.0,2021-02,2021.0,2021-Q2,2021-03-10,2021.0,2021-03,2021.0,2021 Q2,2021-03-01,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-20,2020-10-21,2020-10-21,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2021-02-24,,,,,2021-03-10,,,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,93.0,,,,,SD000,No expected delay,ESTIMATED_DELIVERY_DATE,
25714,RO10092109PO100172602,TO3,TO3,Bangladesh,RO10092109,PO10017260,PO10017260,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.0125,KGM             ,317MISSION,,,,168.0,N,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,0.53,0.53,599400.0,317682.0,599400.0,0.0,317682.0,,Y,N,N,N,Not On Time In Full,Not On Time In Full,Not On Time In Full,<-14,-37.0,1.0,2,Delivered - Early,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2021-04-07,2021.0,2021-04,2021.0,2021-Q3,2020-02-27,2020.0,2020-02,2020.0,2020-Q2,2021-03-15,2021.0,2021-03,2021.0,2021-Q2,2021-04-07,2021.0,2021-04,2021.0,2021 Q3,2021-03-01,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-20,2020-10-21,2020-10-21,2021-01-22,2021.0,2021-01,2021.0,2021-Q2,2021-03-24,2021-03-24,,,,2021-03-31,,,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,93.0,61.0,,,,SD000,No delay.,CHANGE_ORDER_DATE,
26040,RO10082159PO100173771,TO3,TO3,Mozambique,RO10082159,PO10017377,PO10017377,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,133.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DAP,0.7759999999999999,0.78,744000.0,577344.0,744000.0,0.0,577344.0,,Y,N,N,N,Not On Time In Full,Not On Time In Full,Not On Time In Full,<-14,-28367.0,1.0,2,Delivered - Early,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2099-01-01,2099.0,2099-01,2099.0,2099-Q2,2019-09-11,2019.0,2019-09,2019.0,2019-Q4,2021-03-31,2021.0,2021-03,2021.0,2021-Q2,2021-03-24,2021.0,2021-03,2021.0,2021 Q2,2021-05-03,2021.0,2021-05,2021.0,2021-Q3,,2019-09-12,2019-09-19,2020-10-29,2020-10-30,2020-11-02,2020-12-01,2020.0,2020-12,2021.0,2021-Q1,2020-12-11,2020-12-10,2020-12-13,,2021-02-09,2021-02-12,2021-02-12,2021-05-03,601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,407.0,3.0,29.0,9.0,61.0,83.0,,AD070,"This order was impacted by covid-19 (logistics), ADD is put at 1/1/2099 before being aligned with actual delivery date.",AGREED_DELIVERY_DATE,28400.0
26409,RO10111162PO100172441,TO3,TO3,Zambia,RO10111162,PO10017244,PO10017244,1,Partially Delivered,GSC,Purchase Order,Direct Drop,Sea,Emergency Oral Contraceptives,Oral Contraceptives,100134AAA06H14L,"Levonorgestrel 0.75 mg Tablet, 2 Tablets                                                                                        ",PKG,Blister,1.0,,6e-06,CBM,0.01035,KGM             ,317MISSION,,,,161.0,N,Mylan Laboratories Limited,"Plot No. 20 + 21, Pharmez, Ahmedabad, India",IN,Mylan Laboratories Limited,India,FCA,DDP,0.28,0.28,208964.0,58509.92,208800.0,0.0,58464.0,,N,Y,Y,Y,On Time Not In Full,On Time Not In Full,On Time Not In Full,,-11.0,1.0,2,Delivered - On Time,2021-03-26,2021.0,2021-03,2021.0,2021-Q2,2021-03-26,2021.0,2021-03,2021.0,2021-Q2,2020-10-13,2020.0,2020-10,2021.0,2021-Q1,2021-02-25,2021.0,2021-02,2021.0,2021-Q2,2021-02-27,2021.0,2021-02,2021.0,2021 Q2,2021-03-15,2021.0,2021-03,2021.0,2021-Q2,2020-10-14,,2020-10-14,2020-10-14,2020-10-15,2020-10-16,2020-11-30,2020.0,2020-11,2021.0,2021-Q1,2020-12-10,2020-12-08,2020-12-08,,2020-12-23,2020-12-28,2020-12-28,2021-03-15,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,45.0,8.0,15.0,82.0,,,,,
26566,RO10084327PO100142741,TO3,TO3,Tanzania,RO10084327,PO10014274,PO10014274,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Combined Oral Contraceptives,Oral Contraceptives,100050AOC09W2ZL,"Levonorgestrel/Ethinyl Estradiol 150/30 mcg + Fe 75 mg, 28 Tablets/Cycle (SM), 1 Cycle                                          ",UNT,Cycle,1.0,,,,,KGM             ,317MISSION,,,,266.0,N,Mylan Laboratories Limited,"Plot 1606 to 1609 G.I.D.C., Sarigam, India",IN,Mylan laboratories Limited,India,FCA,DAP,0.26,0.26,1750032.0,455008.32,1750032.0,0.0,455008.32,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-11-20,2020.0,2020-11,2021.0,2021-Q1,2020-12-21,2020.0,2020-12,2021.0,2021-Q1,2019-11-15,2019.0,2019-11,2020.0,2020-Q1,2020-03-31,2020.0,2020-03,2020.0,2020-Q2,2020-08-15,2020.0,2020-08,2020.0,2020 Q4,2020-12-21,2020.0,2020-12,2021.0,2021-Q1,,,,2020-02-26,2020-02-27,2020-02-28,2020-06-09,2020.0,2020-06,2020.0,2020-Q3,2020-06-16,2020-06-30,2020-06-30,,2020-07-17,2020-07-19,2020-07-19,2020-12-21,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,102.0,21.0,17.0,157.0,,AD070,"This order was impacted by covid-19 (supplier): the supplier is located in Mumbai, and all cargo in and out of India were delayed, regulatory restrictions, management of the epidemic, which led to the production running only partially.",AGREED_DELIVERY_DATE,31.0
26749,RO10088245PO100144091,TO3,TO3,Congo DRC,RO10088245,PO10014409,PO10014409,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,385.0,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,2448.0,20808.0,2448.0,0.0,20808.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,4.0,1.0,2,Delivered - On Time,2021-04-01,2021.0,2021-04,2021.0,2021-Q3,2021-01-15,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-10-31,2020.0,2020-10,2021.0,2021 Q1,2021-01-19,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-08-14,2020-07-28,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-19,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,118.0,31.0,144.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-76.0
27529,RO10105146RO10105146_12,TO3,TO3,Ghana,RO10105146,RO10105146_1,RO10105146,2,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,98.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DDP,0.88,0.88,500000.0,440000.0,500000.0,0.0,440000.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.0,1.0,2,Delivered - On Time,2020-11-12,2020.0,2020-11,2021.0,2021-Q1,2020-11-12,2020.0,2020-11,2021.0,2021-Q1,2020-06-24,2020.0,2020-06,2020.0,2020-Q3,2020-08-30,2020.0,2020-08,2020.0,2020-Q4,2020-10-16,2020.0,2020-10,2021.0,2021 Q1,2020-11-11,2020.0,2020-11,2021.0,2021-Q1,,2020-06-30,,2020-07-16,2020-07-17,2020-08-06,2020-08-20,2020.0,2020-08,2020.0,2020-Q4,2020-08-26,,2020-08-25,,2020-09-14,2020-09-29,2020-09-29,2020-11-11,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,20.0,14.0,5.0,20.0,58.0,,,,,
27620,RO10110252RO10110252_38,TO3,TO3,Congo DRC,RO10110252,RO10110252_3,RO10110252,8,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,35280.0,10584.0,35280.0,0.0,10584.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-30,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-01-01,2021.0,2021-01,2021.0,2021-Q2,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-30,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-30,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,120.0,,AD012,"RDD is 1/1, original ADD was 5/2. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-33.0
27775,RO10082137RO10082137_622,TO3,TO3,Congo DRC,RO10082137,RO10082137_6,RO10082137,22,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,203.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,11200.0,9856.0,11200.0,0.0,9856.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-12,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2019-12-31,2019.0,2019-12,2020.0,2020-Q1,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-12,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-12,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,35.0,,AD012,"""RDD was 12/31/2019, original ADD was 4/28/2020
Waiver was obtained earlier than expected so PSM can deliver closer to the RDD.""",AGREED_DELIVERY_DATE,-47.0
27807,RO10090221PO100162874,TO3,TO3,Bangladesh,RO10090221,PO10016287,PO10016287,4,Shipment Delivered,GSC,Purchase Order,Direct Drop,Land,Injectable Contraceptives,Injectable Contraceptives,100125GPA08P32Y,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, SR, 1 Vial                                                        ",UNT,Vial,1.0,,5e-05,CBM,0.0125,KGM             ,317MISSION,,,,161.0,N,Incepta Pharmaceuticals Ltd,"Unit 1, Injectable Potent Drug (IPD) Krishnapura, Sahabelishor, Dhamrai, Dhaka, Bangladesh",BD,Incepta Pharmaceuticals Ltd,Bangladesh,DDP,DAP,0.53,0.53,298080.0,157982.4,298080.0,0.0,157982.4,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,3.0,1.0,2,Delivered - On Time,2021-01-05,2021.0,2021-01,2021.0,2021-Q2,2020-12-15,2020.0,2020-12,2021.0,2021-Q1,2020-02-27,2020.0,2020-02,2020.0,2020-Q2,2020-11-27,2020.0,2020-11,2021.0,2021-Q1,2020-12-15,2020.0,2020-12,2021.0,2021 Q1,2020-12-18,2020.0,2020-12,2021.0,2021-Q1,,,,2020-07-24,2020-07-27,2020-07-28,2020-08-21,2020.0,2020-08,2020.0,2020-Q4,2020-12-15,,,,,2021-12-12,,,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,24.0,,,,,AD012,"RDD is 12/1/20 ADD was 1/5/21 Initial request 1.2mi in Oct 20. Due to supply, 4 consignments were agreed. Supplier could release supply earlier so delivery was closer to RDD. RO is DDP, so supplier-recipient directly agreed on delivery date",AGREED_DELIVERY_DATE,-21.0
